timestamp;dataset;model;configuration;seed;status;duration_seconds;run_directory
2026-07-30T19:07:17+03:00;citeseer;set_transformer;isab_inducing_16;42;failed_134;430;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_16/seed_42
2026-07-30T19:08:03+03:00;citeseer;set_transformer;isab_inducing_16;43;failed_134;46;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_16/seed_43
2026-07-30T19:08:28+03:00;citeseer;set_transformer;isab_inducing_16;44;failed_134;25;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_16/seed_44
2026-07-30T19:24:42+03:00;citeseer;set_transformer;isab_inducing_16;45;success;973;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_16/seed_45
2026-07-30T19:41:11+03:00;citeseer;set_transformer;isab_inducing_16;46;success;988;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_16/seed_46
2026-07-30T19:57:30+03:00;citeseer;set_transformer;isab_inducing_32;42;success;978;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_32/seed_42
2026-07-30T19:58:17+03:00;citeseer;set_transformer;isab_inducing_32;43;failed_134;47;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_32/seed_43
2026-07-30T20:14:50+03:00;citeseer;set_transformer;isab_inducing_32;44;success;991;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_32/seed_44
2026-07-30T20:31:44+03:00;citeseer;set_transformer;isab_inducing_32;45;success;1013;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_32/seed_45
2026-07-30T20:31:58+03:00;citeseer;set_transformer;isab_inducing_32;46;failed_134;14;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/set_transformer/isab_inducing_32/seed_46
2026-07-30T20:35:35+03:00;citeseer;janossy_gru;inference_permutations_1;42;success;216;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_42
2026-07-30T20:39:22+03:00;citeseer;janossy_gru;inference_permutations_1;43;success;225;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_43
2026-07-30T20:43:11+03:00;citeseer;janossy_gru;inference_permutations_1;44;success;227;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_44
2026-07-30T20:47:04+03:00;citeseer;janossy_gru;inference_permutations_1;45;success;231;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_45
2026-07-30T20:50:56+03:00;citeseer;janossy_gru;inference_permutations_1;46;success;231;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_46
2026-07-30T20:55:44+03:00;citeseer;janossy_gru;inference_permutations_5;42;success;287;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_42
2026-07-30T21:00:32+03:00;citeseer;janossy_gru;inference_permutations_5;43;success;287;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_43
2026-07-30T21:05:43+03:00;citeseer;janossy_gru;inference_permutations_5;44;success;310;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_44
2026-07-30T21:10:28+03:00;citeseer;janossy_gru;inference_permutations_5;45;success;284;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_45
2026-07-30T21:15:13+03:00;citeseer;janossy_gru;inference_permutations_5;46;success;284;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_46
2026-07-30T21:21:07+03:00;citeseer;janossy_gru;inference_permutations_10;42;success;353;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_42
2026-07-30T21:27:09+03:00;citeseer;janossy_gru;inference_permutations_10;43;success;361;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_43
2026-07-30T21:33:04+03:00;citeseer;janossy_gru;inference_permutations_10;44;success;354;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_44
2026-07-30T21:39:01+03:00;citeseer;janossy_gru;inference_permutations_10;45;success;356;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_45
2026-07-30T21:45:00+03:00;citeseer;janossy_gru;inference_permutations_10;46;success;358;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_46
2026-07-30T21:53:54+03:00;citeseer;janossy_gru;inference_permutations_20;42;success;532;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_42
2026-07-30T21:54:44+03:00;citeseer;janossy_gru;inference_permutations_20;43;failed_134;50;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_43
2026-07-30T21:55:18+03:00;citeseer;janossy_gru;inference_permutations_20;44;failed_134;34;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_44
2026-07-30T21:55:52+03:00;citeseer;janossy_gru;inference_permutations_20;45;failed_134;34;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_45
2026-07-30T22:04:48+03:00;citeseer;janossy_gru;inference_permutations_20;46;success;535;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_46
2026-07-30T22:12:33+03:00;citeseer;pointnet_plus;centroids_4_2;42;success;463;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_42
