dataset;model;configuration;seed;test_accuracy;macro_f1;weighted_f1;test_loss;best_validation_accuracy;best_epoch;trainable_parameters;training_time_seconds;inference_time_seconds;inference_time_per_node_ms;degree_0_accuracy;degree_0_count;degree_1_2_accuracy;degree_1_2_count;degree_3_5_accuracy;degree_3_5_count;degree_6_10_accuracy;degree_6_10_count;degree_gt_10_accuracy;degree_gt_10_count;precision_per_class;recall_per_class;checkpoint
synthetic;janossy_gru;inference_permutations_5;46;0,777777791023254;0,777615334632879;0,777741679301134;0,449428349733353;0,762762784957886;8;118018;287,988195514001;1,27678025100249;3,83417492793541;;0;;0;;0;0,777777791023254;333;;0;"{""0"": 0.7763975155279503, ""1"": 0.7790697674418605}";"{""0"": 0.7668711656441718, ""1"": 0.788235294117647}";results/model_evaluation/synthetic/janossy_gru/inference_permutations_5/seed_46/janossy_gru_synthetic.pt
synthetic;pointnet_plus;centroids_16_8;42;0,753753781318665;0,752573396158028;0,752932635426293;0,551651239395142;0,786786794662476;12;144002;423,922033604002;0,513698963994102;1,54263953151382;;0;;0;;0;0,753753781318665;333;;0;"{""0"": 0.7755102040816326, ""1"": 0.7365591397849462}";"{""0"": 0.6993865030674846, ""1"": 0.8058823529411765}";results/model_evaluation/synthetic/pointnet_plus/centroids_16_8/seed_42/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_16_8;43;0,786786794662476;0,786161986161986;0,78591900814123;0,467143297195435;0,801801800727844;16;144002;421,560853423005;0,519021161999262;1,55862210810589;;0;;0;;0;0,786786794662476;333;;0;"{""0"": 0.7446808510638298, ""1"": 0.8413793103448276}";"{""0"": 0.8588957055214724, ""1"": 0.7176470588235294}";results/model_evaluation/synthetic/pointnet_plus/centroids_16_8/seed_43/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_16_8;44;0,777777791023254;0,77364417989418;0,773001175778954;0,495218276977539;0,780780792236328;17;144002;426,247197741999;0,516177505000087;1,55008259759786;;0;;0;;0;0,777777791023254;333;;0;"{""0"": 0.7069767441860465, ""1"": 0.9067796610169492}";"{""0"": 0.9325153374233128, ""1"": 0.6294117647058823}";results/model_evaluation/synthetic/pointnet_plus/centroids_16_8/seed_44/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_16_8;45;0,759759783744812;0,757377049180328;0,756871625724085;0,501579105854034;0,750750780105591;18;144002;427,723805421003;0,514071573001274;1,5437584774813;;0;;0;;0;0,759759783744812;333;;0;"{""0"": 0.7044334975369458, ""1"": 0.8461538461538461}";"{""0"": 0.8773006134969326, ""1"": 0.6470588235294118}";results/model_evaluation/synthetic/pointnet_plus/centroids_16_8/seed_45/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_16_8;46;0,798798799514771;0,798791540785499;0,79881694383205;0,441228836774826;0,774774789810181;19;144002;423,732031031999;0,515485014999285;1,5480030480459;;0;;0;;0;0,798798799514771;333;;0;"{""0"": 0.7857142857142857, ""1"": 0.8121212121212121}";"{""0"": 0.8098159509202454, ""1"": 0.788235294117647}";results/model_evaluation/synthetic/pointnet_plus/centroids_16_8/seed_46/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_4_2;42;0,747747719287872;0,746078431372549;0,746511217099453;0,578644275665283;0,786786794662476;10;144002;344,611944844;0,358573176999926;1,0767963273271;;0;;0;;0;0,747747719287872;333;;0;"{""0"": 0.7762237762237763, ""1"": 0.7263157894736842}";"{""0"": 0.6809815950920245, ""1"": 0.8117647058823529}";results/model_evaluation/synthetic/pointnet_plus/centroids_4_2/seed_42/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_4_2;43;0,786786794662476;0,786014897410602;0,785744736128937;0,46174144744873;0,801801800727844;17;144002;346,640619616002;0,360143561003497;1,0815121952057;;0;;0;;0;0,786786794662476;333;;0;"{""0"": 0.7421052631578947, ""1"": 0.8461538461538461}";"{""0"": 0.8650306748466258, ""1"": 0.711764705882353}";results/model_evaluation/synthetic/pointnet_plus/centroids_4_2/seed_43/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_4_2;44;0,780780792236328;0,78049573344169;0,780329455827221;0,457960426807404;0,777777791023254;21;144002;345,367332571004;0,359671277998132;1,08009392792232;;0;;0;;0;0,780780792236328;333;;0;"{""0"": 0.7472527472527473, ""1"": 0.8211920529801324}";"{""0"": 0.8343558282208589, ""1"": 0.7294117647058823}";results/model_evaluation/synthetic/pointnet_plus/centroids_4_2/seed_44/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_4_2;45;0,732732713222504;0,724371076493839;0,723361911085696;0,524256646633148;0,756756782531738;17;144002;345,663050399999;0,359491865005111;1,0795551501655;;0;;0;;0;0,732732713222504;333;;0;"{""0"": 0.6622807017543859, ""1"": 0.8857142857142857}";"{""0"": 0.9263803680981595, ""1"": 0.5470588235294118}";results/model_evaluation/synthetic/pointnet_plus/centroids_4_2/seed_45/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_4_2;46;0,777777791023254;0,77753502816698;0,777380551141926;0,438230007886887;0,768768787384033;22;144002;346,262369085001;0,36063335200015;1,08298303903949;;0;;0;;0;0,777777791023254;333;;0;"{""0"": 0.7458563535911602, ""1"": 0.8157894736842105}";"{""0"": 0.8282208588957055, ""1"": 0.7294117647058823}";results/model_evaluation/synthetic/pointnet_plus/centroids_4_2/seed_46/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_8_4;42;0,759759783744812;0,758398026554451;0,758779311851938;0,564419150352478;0,786786794662476;11;144002;385,115068733998;0,434735359005572;1,30551158860532;;0;;0;;0;0,759759783744812;333;;0;"{""0"": 0.7862068965517242, ""1"": 0.7393617021276596}";"{""0"": 0.6993865030674846, ""1"": 0.8176470588235294}";results/model_evaluation/synthetic/pointnet_plus/centroids_8_4/seed_42/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_8_4;43;0,786786794662476;0,785852090032154;0,785554686519317;0,469972252845764;0,801801800727844;16;144002;390,647270253001;0,427617004999775;1,28413515014947;;0;;0;;0;0,786786794662476;333;;0;"{""0"": 0.7395833333333334, ""1"": 0.851063829787234}";"{""0"": 0.8711656441717791, ""1"": 0.7058823529411765}";results/model_evaluation/synthetic/pointnet_plus/centroids_8_4/seed_43/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_8_4;44;0,762762784957886;0,757290868999622;0,756524803872782;0,495433211326599;0,774774789810181;17;144002;394,031773862;0,442200628000137;1,32792981381423;;0;;0;;0;0,762762784957886;333;;0;"{""0"": 0.6909090909090909, ""1"": 0.9026548672566371}";"{""0"": 0.9325153374233128, ""1"": 0.6}";results/model_evaluation/synthetic/pointnet_plus/centroids_8_4/seed_44/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_8_4;45;0,732732713222504;0,724954293615955;0,723981988726358;0,524407625198364;0,759759783744812;17;144002;389,487564936004;0,44011012899864;1,32165203903495;;0;;0;;0;0,732732713222504;333;;0;"{""0"": 0.6637168141592921, ""1"": 0.8785046728971962}";"{""0"": 0.9202453987730062, ""1"": 0.5529411764705883}";results/model_evaluation/synthetic/pointnet_plus/centroids_8_4/seed_45/pointnet_plus_plus_synthetic.pt
synthetic;pointnet_plus;centroids_8_4;46;0,798798799514771;0,798682607714866;0,798784274913307;0,531581819057465;0,771771788597107;10;144002;386,426277442006;0,442852844003937;1,32988842043224;;0;;0;;0;0,798798799514771;333;;0;"{""0"": 0.7962962962962963, ""1"": 0.8011695906432749}";"{""0"": 0.7914110429447853, ""1"": 0.8058823529411765}";results/model_evaluation/synthetic/pointnet_plus/centroids_8_4/seed_46/pointnet_plus_plus_synthetic.pt
synthetic;set_transformer;isab_inducing_16;42;0,756756782531738;0,756616286938868;0,756493375848215;0,551764249801636;0,771771788597107;48;521090;912,827768359002;0,659792023998307;1,98135742942434;;0;;0;;0;0,756756782531738;333;;0;"{""0"": 0.7303370786516854, ""1"": 0.7870967741935484}";"{""0"": 0.7975460122699386, ""1"": 0.7176470588235294}";results/model_evaluation/synthetic/set_transformer/isab_inducing_16/seed_42/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_16;43;0,819819808006287;0,819805194805195;0,81977106977107;0,40117010474205;0,789789795875549;42;521090;906,943087006999;0,671580072001234;2,01675697297668;;0;;0;;0;0,819819808006287;333;;0;"{""0"": 0.7976878612716763, ""1"": 0.84375}";"{""0"": 0.8466257668711656, ""1"": 0.7941176470588235}";results/model_evaluation/synthetic/set_transformer/isab_inducing_16/seed_43/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_16;44;0,756756782531738;0,753547443921604;0,752956254715129;0,448379188776016;0,795795798301697;41;521090;916,204166889002;0,671173986000213;2,01553749549613;;0;;0;;0;0,756756782531738;333;;0;"{""0"": 0.6971153846153846, ""1"": 0.856}";"{""0"": 0.8895705521472392, ""1"": 0.6294117647058823}";results/model_evaluation/synthetic/set_transformer/isab_inducing_16/seed_44/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_16;45;0,732732713222504;0,732578389352583;0,732443338894952;0,493883609771729;0,756756782531738;23;521090;905,374997368999;0,65190213599999;1,95766407207204;;0;;0;;0;0,732732713222504;333;;0;"{""0"": 0.7078651685393258, ""1"": 0.7612903225806451}";"{""0"": 0.7730061349693251, ""1"": 0.6941176470588235}";results/model_evaluation/synthetic/set_transformer/isab_inducing_16/seed_45/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_16;46;0,762762784957886;0,760821536699124;0,761274489447307;0,462960541248322;0,768768787384033;8;521090;906,983504897002;0,658862150001369;1,97856501501913;;0;;0;;0;0,762762784957886;333;;0;"{""0"": 0.8, ""1"": 0.7357512953367875}";"{""0"": 0.6871165644171779, ""1"": 0.8352941176470589}";results/model_evaluation/synthetic/set_transformer/isab_inducing_16/seed_46/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_32;42;0,741741716861725;0,741066907775769;0,741344780585287;0,510944247245789;0,771771788597107;49;525186;907,285112404003;0,655844444998365;1,96950283783293;;0;;0;;0;0,741741716861725;333;;0;"{""0"": 0.7516339869281046, ""1"": 0.7333333333333333}";"{""0"": 0.7055214723926381, ""1"": 0.7764705882352941}";results/model_evaluation/synthetic/set_transformer/isab_inducing_32/seed_42/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_32;43;0,816816806793213;0,816790381788172;0,816744120488044;0,390557646751404;0,804804801940918;35;525186;902,332336626998;0,645602870001312;1,9387473573613;;0;;0;;0;0,816816806793213;333;;0;"{""0"": 0.7931034482758621, ""1"": 0.8427672955974843}";"{""0"": 0.8466257668711656, ""1"": 0.788235294117647}";results/model_evaluation/synthetic/set_transformer/isab_inducing_32/seed_43/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_32;44;0,771771788597107;0,771522461360682;0,771363809280897;0,448276281356812;0,786786794662476;35;525186;910,783654281;0,657132418000401;1,97337062462583;;0;;0;;0;0,771771788597107;333;;0;"{""0"": 0.7403314917127072, ""1"": 0.8092105263157895}";"{""0"": 0.8220858895705522, ""1"": 0.7235294117647059}";results/model_evaluation/synthetic/set_transformer/isab_inducing_32/seed_44/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_32;45;0,741741716861725;0,740898233931673;0,740587467896385;0,503572404384613;0,756756782531738;17;525186;916,08159871;0,66135418200065;1,98604859459655;;0;;0;;0;0,741741716861725;333;;0;"{""0"": 0.7037037037037037, ""1"": 0.7916666666666666}";"{""0"": 0.8159509202453987, ""1"": 0.6705882352941176}";results/model_evaluation/synthetic/set_transformer/isab_inducing_32/seed_45/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_32;46;0,759759783744812;0,758398026554451;0,758779311851938;0,44311249256134;0,76576578617096;38;525186;909,700985043;0,651538276997599;1,95657140239519;;0;;0;;0;0,759759783744812;333;;0;"{""0"": 0.7862068965517242, ""1"": 0.7393617021276596}";"{""0"": 0.6993865030674846, ""1"": 0.8176470588235294}";results/model_evaluation/synthetic/set_transformer/isab_inducing_32/seed_46/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_8;42;0,732732713222504;0,732385209264527;0,732182487241406;0,53900158405304;0,76576578617096;4;519042;902,30292756;0,661070679998375;1,98519723723236;;0;;0;;0;0,732732713222504;333;;0;"{""0"": 0.7032967032967034, ""1"": 0.7682119205298014}";"{""0"": 0.7852760736196319, ""1"": 0.6823529411764706}";results/model_evaluation/synthetic/set_transformer/isab_inducing_8/seed_42/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_8;43;0,780780792236328;0,778737541528239;0,778290582941746;0,417714804410934;0,789789795875549;39;519042;903,298673167999;0,648729407999781;1,9481363603597;;0;;0;;0;0,780780792236328;333;;0;"{""0"": 0.7227722772277227, ""1"": 0.8702290076335878}";"{""0"": 0.8957055214723927, ""1"": 0.6705882352941176}";results/model_evaluation/synthetic/set_transformer/isab_inducing_8/seed_43/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_8;44;0,76576578617096;0,764830508474576;0,76451875604418;0,449128299951553;0,789789795875549;34;519042;901,661486849;0,659634744999494;1,9808851201186;;0;;0;;0;0,76576578617096;333;;0;"{""0"": 0.7225130890052356, ""1"": 0.823943661971831}";"{""0"": 0.8466257668711656, ""1"": 0.6882352941176471}";results/model_evaluation/synthetic/set_transformer/isab_inducing_8/seed_44/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_8;45;0,726726710796356;0,724780890967713;0,724294432027959;0,517889320850372;0,774774789810181;49;519042;901,610127905002;0,65926117500203;1,97976328829438;;0;;0;;0;0,726726710796356;333;;0;"{""0"": 0.6818181818181818, ""1"": 0.7925925925925926}";"{""0"": 0.8282208588957055, ""1"": 0.6294117647058823}";results/model_evaluation/synthetic/set_transformer/isab_inducing_8/seed_45/set_transformer_synthetic_isab.pt
synthetic;set_transformer;isab_inducing_8;46;0,76576578617096;0,76344262295082;0,763935410820657;0,460378646850586;0,768768787384033;7;519042;906,999094734001;0,660991403998196;1,98495917116575;;0;;0;;0;0,76576578617096;333;;0;"{""0"": 0.8102189781021898, ""1"": 0.7346938775510204}";"{""0"": 0.6809815950920245, ""1"": 0.8470588235294118}";results/model_evaluation/synthetic/set_transformer/isab_inducing_8/seed_46/set_transformer_synthetic_isab.pt
synthetic;set_transformer;sab;42;0,711711704730988;0,711125569290826;0,71085203616108;0,629080832004547;0,76576578617096;47;317826;516,867029941001;0,334207956999308;1,00362749849642;;0;;0;;0;0,711711704730988;333;;0;"{""0"": 0.6810810810810811, ""1"": 0.75}";"{""0"": 0.7730061349693251, ""1"": 0.6529411764705882}";results/model_evaluation/synthetic/set_transformer/sab/seed_42/set_transformer_synthetic_sab.pt
synthetic;set_transformer;sab;43;0,813813805580139;0,81367771280052;0,813571856456847;0,399939358234406;0,798798799514771;33;317826;516,510221372;0,338083835000361;1,01526677177286;;0;;0;;0;0,813813805580139;333;;0;"{""0"": 0.7821229050279329, ""1"": 0.8506493506493507}";"{""0"": 0.8588957055214724, ""1"": 0.7705882352941177}";results/model_evaluation/synthetic/set_transformer/sab/seed_43/set_transformer_synthetic_sab.pt
synthetic;set_transformer;sab;44;0,789789795875549;0,789696860339228;0,789603930888666;0,464696109294891;0,804804801940918;43;317826;519,814962878001;0,337782840000727;1,01436288288507;;0;;0;;0;0,789789795875549;333;;0;"{""0"": 0.7627118644067796, ""1"": 0.8205128205128205}";"{""0"": 0.8282208588957055, ""1"": 0.7529411764705882}";results/model_evaluation/synthetic/set_transformer/sab/seed_44/set_transformer_synthetic_sab.pt
synthetic;set_transformer;sab;45;0,762762784957886;0,762728527233862;0,762788439409438;0,529340624809265;0,753753781318665;1;317826;515,069281023001;0,329888790000041;0,99065702702715;;0;;0;;0;0,762762784957886;333;;0;"{""0"": 0.7530120481927711, ""1"": 0.7724550898203593}";"{""0"": 0.7668711656441718, ""1"": 0.7588235294117647}";results/model_evaluation/synthetic/set_transformer/sab/seed_45/set_transformer_synthetic_sab.pt
synthetic;set_transformer;sab;46;0,756756782531738;0,755264805422228;0,755666484627678;0,493925034999847;0,771771788597107;49;317826;521,240051059;0,335674246000053;1,00803076876893;;0;;0;;0;0,756756782531738;333;;0;"{""0"": 0.7847222222222222, ""1"": 0.7354497354497355}";"{""0"": 0.6932515337423313, ""1"": 0.8176470588235294}";results/model_evaluation/synthetic/set_transformer/sab/seed_46/set_transformer_synthetic_sab.pt
